,Date,nps,Comment
12985,2/10/23 3:57,10,MUY  FACIL DE USAR
12986,2/10/23 3:56,10,Porque me han brindando muy buen servicio
12987,2/10/23 3:50,10,no mas
12988,2/10/23 3:49,10,si lo recomendara gracias
12989,2/10/23 3:48,10,"Muy fácil de usar, buen servicio."
12990,2/10/23 3:47,10,OK
12991,2/10/23 3:47,9,porque siempre es muy agradable comprar
12992,2/10/23 3:46,10,Muy bienn
12993,2/10/23 3:46,9,siempre he viajado con ustedes
12994,2/10/23 3:45,10,los amo son los mejores
12995,2/10/23 3:42,10,easy
12996,2/10/23 3:39,10,lo mejor de lo mejor saludos
12997,2/10/23 3:27,10,Buena experiencia
12998,2/10/23 3:25,10,son buenos
12999,2/10/23 3:22,10,Fácil de seguir instrucciones
13000,2/10/23 3:22,10,Todo genial.
13001,2/10/23 3:20,10,precio y opciones de servicios
13002,2/10/23 3:14,10,i liked
13003,2/10/23 3:14,10,por su servicio
13004,2/10/23 3:12,10,muy fácil!
13005,2/10/23 3:11,10,EXCELENTE PAGINA
13006,2/10/23 3:10,9,ágil y rápido
13007,2/10/23 3:04,10,MUY BUENO
13008,2/10/23 3:03,10,el sistema de reservacion es facil de navegar y permite hacer los ajustes necesarios para ajustar los itinerarios a nuestras necesidades
13009,2/10/23 2:59,9,muy clara y amigable
13010,2/10/23 2:59,9,Viaje seguro y confiable
13011,2/10/23 2:59,9,MUY BIEN TODO
13012,2/10/23 2:57,9,MUY ÁGIL Y CLARA
13013,2/10/23 2:57,9,Precio economicos y ofertas
13014,2/10/23 2:55,10,Facilidad de compra en línea
13015,2/10/23 2:53,10,Muy agil y sin problemas la reservacion.
13016,2/10/23 2:52,10,EXELENTE SERVICIO
13017,2/10/23 2:51,10,PORQUE YA HE VIAJADO CON USTEDES Y SIEMPRE A SIDO AGRADABLE .
13018,2/10/23 2:50,9,No me ofrecieron MSI en mi compra
13019,2/10/23 2:40,10,POR SU FACILIDAD PARA USARLA
13020,2/10/23 2:39,10,Muy sencillo y amigable
13021,2/10/23 2:34,10,FACIL DE NAVEGAR Y BUENOS PRECIOS
13022,2/10/23 2:30,9,OK
13023,2/10/23 2:25,10,esta muy sencillo de usar
13024,2/10/23 2:23,10,muy bien
13025,2/10/23 2:19,10,ok
13027,2/10/23 2:19,10,muy faci y rapido
13028,2/10/23 2:18,10,SENCILLO FACIL
13029,2/10/23 2:16,10,muy practica !! felicidades
13030,2/10/23 2:15,9,mucho proceso de para la compra
13032,2/10/23 2:08,10,Todo rápido y eficiente
13033,2/10/23 2:05,10,eficientes
13034,2/10/23 2:05,9,facil de reservar y mas economico
13035,2/10/23 1:58,10,todo es muy facil
13036,2/10/23 1:56,9,todo muy bien
13037,2/10/23 1:45,10,exelente
13038,2/10/23 1:41,10,EXELENTE SERVICIO
13039,2/10/23 1:38,10,ECXELENTE
13040,2/10/23 1:36,9,No me pude registrar para obtener beneficios y puntos
13041,2/10/23 1:35,10,si
13042,2/10/23 1:34,10,excelente
13043,2/10/23 1:29,9,eficiencia
13044,2/10/23 1:27,10,rapido y facil
13045,2/10/23 1:26,10,fue muy facil y salen desde TLC
13046,2/10/23 1:25,10,muy bien todo
13047,2/10/23 1:19,10,Excelente pagina y muy facil de utilizar. Amigable y sin complicaciones.
13048,2/10/23 1:17,9,El proceso es muy intuitivo. pero me gustaría que tuviera más tiempo para realizar mi compra.
13049,2/10/23 1:14,10,Es muy sencillo y smooth el proceso
13050,2/10/23 1:12,9,TIENEN BUENOS PRECIOS
13051,2/10/23 1:11,10,facil y rapido
13052,2/10/23 1:09,10,Facil y rapido para comprar tus boletos
13053,2/10/23 1:04,10,siempre son puntuales en las salidas y es el único que me ofrece vuelo directo de cancun a torreon
13054,2/10/23 1:02,9,Muy bien
13055,2/10/23 0:59,10,ok
13056,2/10/23 0:57,10,tarifas muy buenas!!
13057,2/10/23 0:56,10,Viajes con preciosa accesibles y fácil de reservar...Ojala tuvieran más vuelos al AIFA.
13058,2/10/23 0:49,10,BUEN PRECIO Y BUEN SERVICIO
13059,2/10/23 0:49,9,"Por ser una excelente linea, brindando siempre un excelente servicio"
13060,2/10/23 0:48,10,Muy fácil de usar
13061,2/10/23 0:35,9,ES AMIGABLE LA PAGINA
13062,2/10/23 0:33,9,"Fácil de navegar por los menús, buen precio"
13063,2/10/23 0:31,9,POR CUMPLIDOS
13064,2/10/23 0:30,10,por la agilidad de la pagina
13065,2/10/23 0:27,10,muy facil
13066,2/10/23 0:27,9,Son miles de menús para comprar cosas extra.  Es muy cansado
13067,2/10/23 0:23,10,todo bien
13068,2/10/23 0:23,9,todo bien gracias
13069,2/10/23 0:23,10,EFICIENCIA
13070,2/10/23 0:20,9,Me agrada mucho la facilidad de comprar boletos y las opciones de pago. :)
13071,2/10/23 0:20,9,Es fácil de comprender y rápida
13072,2/10/23 0:18,9,por raipida y eficiente
13073,2/10/23 0:13,10,LISTO
13074,2/10/23 0:11,10,facil claro y rapido
13075,2/10/23 0:09,10,RAPIDEZ
13076,2/10/23 0:08,9,Fácil y rápído
13077,2/10/23 0:08,10,PORQUE ES MUY AMIGABLKE LA PAGINA
13078,2/10/23 0:08,9,Muy facil de navegar
13079,2/10/23 0:07,10,Todo es facil y rapido
13081,2/9/23 23:58,10,gracias
13082,2/9/23 23:57,10,muy buen sistema facil de usar me encanto
13083,2/9/23 23:57,10,rapidez y opciones en los horarios
13084,2/9/23 23:57,10,ES FACIL
13085,2/9/23 23:54,10,BUEN PRECIO
13086,2/9/23 23:53,10,Buen servicio.
13087,2/9/23 23:51,10,por precio
13088,2/9/23 23:51,10,SI CLARO QUE LO RECOMIENDO
13089,2/9/23 23:46,10,BUEN SERVICIO
13090,2/9/23 23:46,10,porque es rapido y sencillo
13091,2/9/23 23:45,10,toda la informacion muy clara
13092,2/9/23 23:32,10,facil de utulizar la plataforma
13093,2/9/23 23:30,9,amigable
13094,2/9/23 23:25,9,POR EL PRECIO
13095,2/9/23 23:25,9,Versatilidad
13096,2/9/23 23:21,9,MUY FACIL
13097,2/9/23 23:19,10,muy practica y con información clara
13098,2/9/23 23:17,10,Práctica
13099,2/9/23 23:16,9,ESTA MUY BUIEN
13100,2/9/23 23:15,9,Fácil de hacer una reservación.
13101,2/9/23 23:14,10,por que es facil y rapido
13102,2/9/23 23:14,10,esta bien y sencilla
13103,2/9/23 23:08,10,EXCELENTE
13104,2/9/23 23:04,10,siempre buenas ofertas
13106,2/9/23 23:03,9,Mucho
13107,2/9/23 23:02,10,PORQUE ME HE SENTIDO A GUSTO EN LOS VUELOS DE AEROLINEA.
13108,2/9/23 22:59,10,Si
13109,2/9/23 22:59,10,Precio y facilidad para la compra
13110,2/9/23 22:59,9,"Está bien, aunque en algunos puntos genera dudas"
13111,2/9/23 22:58,10,rapido y eficiente
13112,2/9/23 22:55,10,seguir asi
13113,2/9/23 22:52,9,Es sencilla y facil de usar
13114,2/9/23 22:46,10,es facil y rapida
13115,2/9/23 22:43,10,MUY CLARO TODO
13116,2/9/23 22:40,10,practica
13117,2/9/23 22:37,10,good expericen
13118,2/9/23 22:37,10,muy rapido y sencilo
13119,2/9/23 22:32,10,rapido y aun mas baratos.
13120,2/9/23 22:32,10,"Muy eficaz, rápida y muy claro cada paso"
13121,2/9/23 22:29,10,Excelente rapidez para reservar
13122,2/9/23 22:23,9,Me gustan sus aviones y precios bajos.
13123,2/9/23 22:18,9,es facil y entendible para navegar. la compra es sencilla y clara
13124,2/9/23 22:15,10,Sencilla de usar
13125,2/9/23 22:13,9,RAPIDO
13126,2/9/23 22:12,9,facil de hacer
13127,2/9/23 22:12,10,MUY ACCESIBLE LA BUSQUEDA Y PASOS A SEGUIR
13128,2/9/23 22:08,9,MUCHO COSTO EXTRA
13129,2/9/23 22:06,10,BUEN SERVICIO
13130,2/9/23 22:03,9,todo muy bien
13131,2/9/23 22:02,10,ES MUY PRACTICA
13132,2/9/23 22:02,10,ES MUY FACIL Y PRACTICA SU PAGINA
13133,2/9/23 22:01,10,genial
13134,2/9/23 21:59,10,Fue fácil hacer la reserva
13135,2/9/23 21:54,9,Realizar la búsqueda fue muy rápida y fácil realizar y el pago
13136,2/9/23 21:54,10,permite repetir cuando hay errores
13137,2/9/23 21:52,9,buen trato
13138,2/9/23 21:51,9,"Es fácil de utilizar, aunque hay varios cargos que se van agregando lo que hace tedioso la resrvación"
13139,2/9/23 21:50,9,porque son limpios
13140,2/9/23 21:48,10,es muy sencilla para manejar
13141,2/9/23 21:44,10,practico y facil
13142,2/9/23 21:43,9,"Los pagos extras no son claros, el TUA, etc."
13143,2/9/23 21:37,10,FACILIDAD DE USI
13144,2/9/23 21:36,10,El procesos es sencillo y rapido... y el servicio siempre ha sido muy bueno...
13145,2/9/23 21:32,9,Fácil y sencillo
13146,2/9/23 21:28,9,fue facil realizarlo
13147,2/9/23 21:24,10,Precios accesibles
13148,2/9/23 21:22,9,Por que fue amigable el proceso en linea
13149,2/9/23 21:20,10,POR EL BUEN SERVICIO
13150,2/9/23 21:08,10,muy Rapido y facil
13151,2/9/23 21:02,9,BUEN SERVICIO
13152,2/9/23 21:02,10,Rápido y práctico
13153,2/9/23 21:01,10,rapidez y precio {
13155,2/9/23 21:00,10,facil y pracitca de usar
13156,2/9/23 21:00,9,Buenos precios y disponibilidad de horarios de vuelo
13157,2/9/23 20:56,10,"van mejorando mucho, sigan así"
13158,2/9/23 20:54,10,Nada más
13159,2/9/23 20:53,9,Facil de usar
13160,2/9/23 20:53,10,excelente la pagina muy comodo paso por paso
13161,2/9/23 20:52,10,ok
13162,2/9/23 20:47,9,muy practico
13163,2/9/23 20:44,10,un muy buen servicio
13164,2/9/23 20:43,10,gracias
13165,2/9/23 20:43,10,INFORMACIÓN Y OPCIONES CLARAS
13166,2/9/23 20:42,9,FÁCIL DE USAR
13167,2/9/23 20:42,10,muy buen servicio
13168,2/9/23 20:41,10,Agil
13169,2/9/23 20:40,10,MUY BUEN SERVICIO
13170,2/9/23 20:39,10,Todo bien
13171,2/9/23 20:38,10,"ES ÁGIL, RÁPIDA, Y TIENEN BUENAS OFERTAS"
13172,2/9/23 20:38,10,Me parecieron  facil el acceso y compra .
13173,2/9/23 20:38,10,Esta bien.
13174,2/9/23 20:37,10,"Es muy cómoda y entendible, los cargos extras son muy visibles."
13175,2/9/23 20:36,10,RELACION CALIDAD PRECIO
13176,2/9/23 20:35,9,Proceso muy sencillo
13177,2/9/23 20:29,9,EL MEJOR
13178,2/9/23 20:24,10,Muy buen servicio
13179,2/9/23 20:22,10,GENIAL!! AMIGABLE
13180,2/9/23 20:20,9,"Muy practica, solo pondria de inicio el pago de TUA"
13181,2/9/23 20:17,10,SI ES FACIL Y RAPIDO
13182,2/9/23 20:15,10,muchas gracias
13183,2/9/23 20:14,10,Buen servicio
13184,2/9/23 20:11,10,comodidad
13185,2/9/23 20:10,10,calidad en los viajes y precios muy económicos
13186,2/9/23 20:06,10,ES MUY AMIGABLE
13187,2/9/23 20:01,10,Los precios son muy buenos y es muy fácil hacer la compra en linea.
13189,2/9/23 19:59,10,YA ESTA AL 100%  SIN NINGUN PROBLEMA ANTES SI LOTENIA MUCHOS ERRORES
13190,2/9/23 19:59,10,La página es my amigable y la información es fácil de encontrar
13192,2/9/23 19:55,10,facil
13193,2/9/23 19:54,10,EXCELENTE SERVICIO
13194,2/9/23 19:54,9,BIEN Y RAPIDO
13195,2/9/23 19:54,10,excelente
13196,2/9/23 19:53,9,GRACIAS
13197,2/9/23 19:52,10,En mi opinión es la mejor aerolínea ahora
13198,2/9/23 19:49,9,POR EL SERVCIO
13199,2/9/23 19:48,10,Muy agil y amigable la pagina
13200,2/9/23 19:40,10,muy bien
13201,2/9/23 19:39,10,Porque ya he volado en otras ocasiones y sin problema alguno.
13202,2/9/23 19:39,10,todo exelente y claro
13203,2/9/23 19:35,10,Intuitiva facil de usar
13204,2/9/23 19:35,10,Es muy amigable y fácil de comprar
13205,2/9/23 19:34,9,Fácil y rápido acceso a los itinerario de vuelos
13206,2/9/23 19:33,10,precio calidad y servicio
13207,2/9/23 19:32,9,execelente servicio
13208,2/9/23 19:29,9,RAPIDEZ
13209,2/9/23 19:29,9,excelente buen servicio
13210,2/9/23 19:27,10,muy buena
13211,2/9/23 19:26,9,Muy BIen
13212,2/9/23 19:26,10,muy accesible el proceso de compra
13213,2/9/23 19:18,10,gracias
13214,2/9/23 19:17,10,Buenas opciones y excelente precio
13215,2/9/23 19:17,10,me gusta mucho
13216,2/9/23 19:16,9,la facilidad de la app
13217,2/9/23 19:14,9,Es práctico
13218,2/9/23 19:14,10,Facilidad de efectuar la reservación
13219,2/9/23 19:13,9,Nunca tengo problemas con la página
13220,2/9/23 19:11,10,EXCELENTE SERVICIO
13221,2/9/23 19:09,9,por rapidez
13222,2/9/23 19:09,10,ES EXCELENTE
13223,2/9/23 19:08,10,RAPIDO
13224,2/9/23 19:07,9,MUY BIEN
13225,2/9/23 19:05,10,"PORQUE ES MUY FACIL DE UTILIZAR, SIN NINGUN PROBLEMA."
13226,2/9/23 19:04,10,todo bien gracias.
13227,2/9/23 19:04,10,muy bueno todo
13228,2/9/23 19:01,10,facil
13229,2/9/23 19:00,10,OK
13230,2/9/23 19:00,9,XQ NORMALMENTE TODO SALE OK
13231,2/9/23 18:58,10,FACIL DE RESERVAR
13232,2/9/23 18:55,10,la página está muy amigable y clara
13233,2/9/23 18:44,10,la conozco
13234,2/9/23 18:44,10,seguridad en el vuelo
13235,2/9/23 18:42,10,Clara
13236,2/9/23 18:40,9,PORQUE ES RAPIDA Y CLARA
13237,2/9/23 18:38,10,todo facil
13238,2/9/23 18:37,10,buena atencion
13239,2/9/23 18:32,10,viaje directo
13240,2/9/23 18:24,9,"buenas promociones,"
13241,2/9/23 18:23,10,ok
13242,2/9/23 18:23,9,ME GUSTO MUCHO EL SERVICIO
13243,2/9/23 18:18,10,excelente
13244,2/9/23 18:18,10,As a travel agent I find this easy and fast to book my clientsthank you
13245,2/9/23 18:16,10,Es una aplicación muy útil y segura para viajar de forma segura.He disfrutado de os servicios de la aerolínea estoy muy satisfecho.
13246,2/9/23 18:16,9,"por su vatiedad y precio y  esta bien la página, nunca he utilizado la aerolinea  aver.."
13247,2/9/23 18:11,10,ES MUY SENCILLO
13248,2/9/23 18:10,10,Muy entendible todo.
13249,2/9/23 18:02,10,siempre me han dado buen servicio
13250,2/9/23 18:01,10,bien
13251,2/9/23 17:58,10,rapidez y facilidad
13252,2/9/23 17:58,9,BUEN SERVICIO
13253,2/9/23 17:53,10,MUY MANEJABLE EL PORTAL Y BIEN DETALLADO
13254,2/9/23 17:52,9,he viajado muho con ustedes
13255,2/9/23 17:50,10,Muy amigable la página web
13256,2/9/23 17:46,9,SERVICIO EFICIENTE Y RAPIDO
13257,2/9/23 17:43,10,excelente servicio por internet
13258,2/9/23 17:43,9,Comodidad
13259,2/9/23 17:43,10,fácil y toda la información clara
13260,2/9/23 17:42,9,variedad de precios y opciones de viaje
13261,2/9/23 17:42,10,MUY FACIL
13262,2/9/23 17:37,10,todo muy claro
13263,2/9/23 17:36,10,Muy buen precio y clara la información de lo que incluye y no
13264,2/9/23 17:36,9,Sencilla y clara
13265,2/9/23 17:33,10,Porque es una aerolinea muy seria y la mejor
13266,2/9/23 17:31,10,"Facilidad, rapidez"
13267,2/9/23 17:30,10,vuelos flexibles y económicos
13268,2/9/23 17:28,9,Tarifas accesibles
13269,2/9/23 17:28,10,muy facil y rapido gracias
13270,2/9/23 17:27,10,Practico su manejo
13271,2/9/23 17:26,10,Excelente servicio
13272,2/9/23 17:25,10,muy facil y fiendly la pagina
13273,2/9/23 17:25,10,MUY AMIGABLE LA PAGINA Y BUEN SEVICIO AEROLINEA
13274,2/9/23 17:25,9,Demasiadas páginas hasta llegar al final.
13275,2/9/23 17:23,10,por chido y barato
13276,2/9/23 17:23,10,MUY BUEN SERVICIO.
13277,2/9/23 17:22,9,buen servicio
13278,2/9/23 17:21,10,Por la rapidez y comodidad desde casa
13279,2/9/23 17:21,9,FACIL DE NAVEGAR
13280,2/9/23 17:20,10,OK
13281,2/9/23 17:20,10,rapido y eficaz
13282,2/9/23 17:19,10,TIENE BUEN SISTEMA DE VENTA EN LINEA
13283,2/9/23 17:16,10,GRACIAS
13284,2/9/23 17:16,10,FACIL DE HACER RESERVA
13285,2/9/23 17:16,10,FACIL Y RAPIDO RESERVAR
13286,2/9/23 17:14,9,buena atencion y todo en tiempo la atencion telefonica es excelente
13287,2/9/23 17:14,9,todo bien
13288,2/9/23 17:14,10,es muy amigable y comoda en su uso
13289,2/9/23 17:12,10,Facill de usar y no esconde ninguna sorpresa en el precio
13290,2/9/23 17:08,10,BUEN SERVICIO Y PRECIOS
13291,2/9/23 17:07,9,precios accesibles
13292,2/9/23 17:06,10,Son geniales
13293,2/9/23 17:05,10,ES SENCILLA Y TE LLEVA DE LA MANO
13294,2/9/23 17:04,9,facil de utilizar.
13295,2/9/23 17:00,10,Muy facil de uasar
13296,2/9/23 16:59,10,MUY FACIL
13297,2/9/23 16:57,10,"Es una página con características de uso muy accesibles, para que cualquier persona pueda utilizarla."
13298,2/9/23 16:55,10,ES FACIL RESERVAR
13299,2/9/23 16:50,10,muy practica y sencilla
13300,2/9/23 16:47,10,muy buena atencion
13301,2/9/23 16:46,10,siempre vuelo con ustedes
13302,2/9/23 16:42,9,ES UNA AEROLINA CONFIABLE Y SU PAGINA ES AMIGABLE
13303,2/9/23 16:39,9,ok
13304,2/9/23 16:39,10,FACIL DE MANEJAR
13305,2/9/23 16:39,10,MUY CLARA
13306,2/9/23 16:36,10,"los horarios, precios y servicios son al alcance de todos"
13307,2/9/23 16:34,9,muy facil de usar
13308,2/9/23 16:27,9,"Buen precio, seguro, rápido."
13309,2/9/23 16:26,10,VUELOS ECONÓMICOS
13310,2/9/23 16:25,10,Facil de usar
13311,2/9/23 16:25,10,excelente
13312,2/9/23 16:23,10,todo detallado y explicado
13313,2/9/23 16:20,10,"Facil de entender, practica, agil, amigable"
13314,2/9/23 16:19,10,facil
13315,2/9/23 16:15,9,facil de completar
13316,2/9/23 16:14,10,Muy sencillo todo
13317,2/9/23 16:14,10,RAPIDO Y FACIL
13318,2/9/23 16:12,10,easy fast and affordable
13319,2/9/23 16:12,10,MUY bIEN
13320,2/9/23 16:07,10,Todo muy claro
13321,2/9/23 16:02,10,Página fácil de usar con excelentes precios
13322,2/9/23 16:01,10,BUENOS PRECIOS
13323,2/9/23 16:00,10,"Por ser sencillo comprar, opciones de vuelos,"
13324,2/9/23 15:54,9,"muy amigable, solo hay que ir con cuidado leyendo cada pregunta"
13325,2/9/23 15:50,10,"RAPIDEZ, EFICIENCIA"
13326,2/9/23 15:49,10,NO APLICA
13327,2/9/23 15:48,10,"es accesible, rapida, tiene buenos precios y muy clara en los pasos a seguir para la compra del boleto."
13328,2/9/23 15:35,10,RAPIDEZ
13329,2/9/23 15:21,10,porque es facil y rapido
13330,2/9/23 15:07,10,Facil de encontrar y comprar los boletos
13331,2/9/23 15:05,10,Muy amigable la página
13332,2/9/23 15:00,9,"Cada viaje que hago con ustedes, tienen alguna mejora"
13333,2/9/23 14:56,10,La pagina es muy fácil para navegar.
13334,2/9/23 14:54,10,dinamica y facil
13335,2/9/23 14:52,9,"Algunas paginas de extras aparecen por defecto con cargos, hay que tener cuidado"
13336,2/9/23 14:44,10,ES MUY FACIL VIAJAR CON VIVA
13337,2/9/23 14:43,10,NO APLICA
13338,2/9/23 14:32,9,Porque es facil de seguir las instrucciones y la compra
13339,2/9/23 14:19,9,muy amigable pagina web
13340,2/9/23 14:16,10,Esta muy bien
13341,2/9/23 14:13,9,es sencillo la busqueda y proceso para comprar el vuelo
13342,2/9/23 14:06,10,por los precios
13343,2/9/23 13:31,9,es facil
13344,2/9/23 13:23,10,Gracias
13345,2/9/23 13:14,10,Siempre tiene ofertas
13346,2/9/23 13:10,10,Muy bien los vuelos
13347,2/9/23 12:41,10,EXCELETE
13348,2/9/23 11:41,9,Muy bien!
13349,2/9/23 10:58,9,Fácil navegación en la página web
13350,2/9/23 10:21,10,rapido y facil
13351,2/9/23 8:43,10,"Excelente experiencia de cliente/usuario. It just works, smoothly and simply."
13352,2/9/23 8:30,9,PAGINA DE FACIL USO
13353,2/9/23 8:21,10,porque escoges el vuelo a l necesidad de cada persona
13354,2/9/23 7:36,10,EXCELENTE
13355,2/9/23 7:10,10,Muy bien
13356,2/9/23 7:06,10,"siempre he tenido los mejores precios y tarifas , ademas viajo con mi mascota y son muy amigables en todo momento , estoy encantada con la atencion"
13357,2/9/23 6:53,10,eficacia
13358,2/9/23 6:34,9,Buenas ofertas
13359,2/9/23 6:30,10,"CALIDAD, BUEN PRECIO, PUNTUALIDAD, LIMPIEZA, SERVICIO Y ATENCION"
13360,2/9/23 6:08,10,Fue fácil y rápido. Seria bueno decirle al cliente  con anticipación que datos va a necesitar
13361,2/9/23 6:08,10,Rapida y entendible
13362,2/9/23 6:05,9,"Todo muy bien por medio de la pagina,"
13363,2/9/23 6:02,10,La pagina es muy sencilla de usar
13364,2/9/23 5:58,10,ES MUY RAPIDO RESERVAR Y TIENE DIFERENTES FORMAS DE PAGO
13365,2/9/23 5:52,9,Se entiende con facilidad la página
13366,2/9/23 5:39,9,PRECIO
13367,2/9/23 5:38,10,es genial
13368,2/9/23 5:36,10,FACILIDAD DE BUSQUEDA
13369,2/9/23 5:34,10,Rapidez
13370,2/9/23 5:29,10,excelente
13371,2/9/23 5:28,10,FACIL DEUSAR
13372,2/9/23 5:26,10,facil de usar
13373,2/9/23 5:26,9,Facilidad
13374,2/9/23 5:25,9,ES INTUITIVA Y FACIL DE HACER
13375,2/9/23 5:23,10,"excelente, rapida y muy buen costo"
13376,2/9/23 5:22,9,excelente
13377,2/9/23 5:17,10,"siempre que viajamos todo muy bien ,excelente atención por eso siempre viajamos con esta Aero linea."
13378,2/9/23 5:15,10,Muy buena plataforma para comprar vuelos
13379,2/9/23 5:15,9,Todo lo que ofrece es verdad sin tomar ventajas
13380,2/9/23 5:14,10,Muy amigable la página y claridad en los precios.
13381,2/9/23 5:11,10,POR LA FACILIDAD DE COMPRAR PRECIOS Y HORARIOS Y DESTINOS DIRECTOS
13382,2/9/23 5:10,9,OFRECEN DEMASIADAS ADICIONALES
13383,2/9/23 5:07,9,buen servicio
13385,2/9/23 5:03,10,FACIL COMPRAR
13386,2/9/23 5:02,10,no se
13387,2/9/23 5:02,10,rapidez
13389,2/9/23 4:52,9,ES RAPIDO
13390,2/9/23 4:46,10,muy eficiente
13391,2/9/23 4:45,10,me encanta
13392,2/9/23 4:38,10,las instrucciones me parecieron muy claras
13393,2/9/23 4:37,10,es amigable
13394,2/9/23 4:37,9,Información clara
13395,2/9/23 4:37,9,todo ok
13396,2/9/23 4:36,10,excelente servicio
13397,2/9/23 4:32,10,precio y plataforma accesible
13398,2/9/23 4:29,10,FACIL Y SENCILLO ADEMAS DE ECOONOMICO LA MEJOR FORMA DE VIAJAR
13399,2/9/23 4:29,10,Muy rápido y fácil
13400,2/9/23 4:26,9,rapidez
13401,2/9/23 4:22,10,precio
13402,2/9/23 4:21,10,Esta muy facil comprar y muy especificado los extras.
13403,2/9/23 4:20,9,ESTA PADRE
13404,2/9/23 4:12,10,Facil para reservar y pagar
13405,2/9/23 4:12,9,Porque suele ser económico y eficiente.
13406,2/9/23 4:11,10,es rapida
13407,2/9/23 4:03,10,porque tienen las mejores ofertas y las mejores opciones de pago
13408,2/9/23 3:58,10,Muy eficiente y amigable
13409,2/9/23 3:57,10,"Excelentes tarifas, horarios y opciones de pago!"
13410,2/9/23 3:53,10,me gusto
13411,2/9/23 3:49,10,BUEN SERVICIO EN LINEA
13412,2/9/23 3:48,10,"EFICIENTE, AMIGABLE, RAPIDA"
13413,2/9/23 3:45,10,muy clara al uso
13414,2/9/23 3:44,10,Gracias
13416,2/9/23 3:37,10,fácil y seguro
13417,2/9/23 3:25,9,ok
13418,2/9/23 3:25,10,todo vien
13419,2/9/23 3:20,10,Porque es muy simple de usar
13420,2/9/23 3:17,9,FÁCIL DE USAR
13422,2/9/23 3:13,10,muy buenas opciones de compra
13423,2/9/23 3:08,10,Todo bien
13424,2/9/23 3:02,10,facilidad en el sistema
13425,2/9/23 2:58,9,Tienen buenas promociones
13426,2/9/23 2:57,10,MUY BUENA PAGINA
13427,2/9/23 2:55,10,es fácil y rápido
13428,2/9/23 2:54,10,PORQUE ES MUY AMIGABLE
13429,2/9/23 2:52,10,Por las facilidades
13430,2/9/23 2:52,10,por eficientes y precios accesibles
13431,2/9/23 2:50,10,Por que es fácil de usar
13432,2/9/23 2:48,9,RAPIDEZ
13433,2/9/23 2:47,9,por su buen servicio y amabilidad
13434,2/9/23 2:47,10,Muy entendible y rápida
13435,2/9/23 2:47,10,por eficaz
13436,2/9/23 2:43,10,todo muy bien
13438,2/9/23 2:36,10,Es muy amigable
13439,2/9/23 2:36,10,exlente
